tool_name,label,Length,Entropy,Special Ratio,Digit Ratio,Suspicious Density,Alpha Ratio,Upper Ratio,Whitespace Ratio,Max Token Len,URL Pattern Count
send_webhook,benign,4.406719,4.618861,0.32098764,0.049382716,0.0,0.5802469,0.0,0.049382716,0.085365854,0.21978022
send_webhook,benign,4.0943446,4.433325,0.3559322,0.06779661,0.0,0.5084746,0.0,0.06779661,0.11666667,0.28985506
send_webhook,benign,4.356709,4.522464,0.32467532,0.025974026,0.0,0.58441556,0.022222223,0.064935066,0.08974359,0.22988506
send_webhook,benign,4.0943446,4.433325,0.3559322,0.06779661,0.0,0.5084746,0.0,0.06779661,0.11666667,0.28985506
send_webhook,benign,4.356709,4.522464,0.32467532,0.025974026,0.0,0.58441556,0.022222223,0.064935066,0.08974359,0.22988506
send_webhook,benign,4.3438053,4.480653,0.32894737,0.013157895,0.0,0.59210527,0.022222223,0.065789476,0.09090909,0.23255815
send_webhook,benign,4.356709,4.522464,0.32467532,0.025974026,0.0,0.58441556,0.022222223,0.064935066,0.08974359,0.22988506
send_webhook,benign,4.2341065,4.467772,0.32352942,0.0,0.0,0.61764705,0.0,0.05882353,0.10144927,0.25641027
send_webhook,benign,4.0943446,4.433325,0.3559322,0.06779661,0.0,0.5084746,0.0,0.06779661,0.11666667,0.28985506
send_webhook,benign,4.454347,4.5391803,0.31764707,0.0,0.0,0.63529414,0.018518519,0.047058824,0.093023255,0.21052632
send_webhook,benign,4.356709,4.522464,0.32467532,0.025974026,0.0,0.58441556,0.022222223,0.064935066,0.08974359,0.22988506
send_webhook,attack,4.304065,4.4505386,0.32876712,0.0,0.0,0.6164383,0.0,0.05479452,0.10810811,0.24096386
send_webhook,attack,4.2904596,4.7700086,0.3611111,0.083333336,0.01369863,0.5138889,0.21621622,0.041666668,0.12328767,0.12195122
send_webhook,attack,4.394449,5.132447,0.35,0.125,0.0,0.4875,0.20512821,0.0375,0.09876543,0.22222222
send_webhook,attack,4.406719,4.5654945,0.4074074,0.12345679,0.0,0.4074074,0.0,0.061728396,0.085365854,0.21978022
send_webhook,attack,4.5217886,4.7049913,0.2857143,0.13186814,0.0,0.5494506,0.0,0.032967035,0.11956522,0.2970297
send_webhook,attack,4.1271343,4.5142846,0.32786885,0.16393442,0.0,0.45901638,0.0,0.04918033,0.16129032,0.28169015
send_webhook,attack,3.8066626,4.220129,0.4090909,0.0,0.022222223,0.52272725,0.0,0.06818182,0.15555556,0.37037036
send_webhook,attack,4.356709,4.4471354,0.32467532,0.0,0.025641026,0.6233766,0.0,0.051948052,0.08974359,0.22988506
render_template,benign,4.0775375,3.9300044,0.41379312,0.0,0.0,0.5,0.06896552,0.0862069,0.13559322,0.0
render_template,benign,4.317488,4.346108,0.3243243,0.054054055,0.0,0.5,0.13513513,0.12162162,0.10666667,0.0
render_template,benign,4.248495,4.2317133,0.4057971,0.028985508,0.0,0.47826087,0.060606062,0.08695652,0.114285715,0.12658228
render_template,benign,4.248495,4.202728,0.4057971,0.028985508,0.0,0.47826087,0.060606062,0.08695652,0.114285715,0.12658228
render_template,benign,4.248495,4.2317133,0.4057971,0.028985508,0.0,0.47826087,0.060606062,0.08695652,0.114285715,0.12658228
render_template,benign,4.7706847,4.2568564,0.37606838,0.0,0.0,0.5470086,0.03125,0.07692308,0.06779661,0.0
render_template,benign,4.1271343,4.053631,0.37704918,0.032786883,0.0,0.5081967,0.032258064,0.08196721,0.12903225,0.0
render_template,benign,4.317488,4.346108,0.3243243,0.054054055,0.0,0.5,0.13513513,0.12162162,0.10666667,0.0
render_template,benign,4.1271343,4.053631,0.37704918,0.032786883,0.0,0.5081967,0.032258064,0.08196721,0.12903225,0.0
render_template,benign,4.2904596,4.2825975,0.33333334,0.027777778,0.0,0.5138889,0.13513513,0.125,0.10958904,0.0
render_template,benign,4.317488,4.346108,0.3243243,0.054054055,0.0,0.5,0.13513513,0.12162162,0.10666667,0.0
render_template,benign,4.2904596,4.2825975,0.33333334,0.027777778,0.0,0.5138889,0.13513513,0.125,0.10958904,0.0
render_template,benign,4.59512,4.3206654,0.35714287,0.071428575,0.01010101,0.46938777,0.04347826,0.10204082,0.08080808,0.0
render_template,benign,4.248495,4.2317133,0.4057971,0.028985508,0.0,0.47826087,0.060606062,0.08695652,0.114285715,0.12658228
render_template,benign,4.317488,4.346108,0.3243243,0.054054055,0.0,0.5,0.13513513,0.12162162,0.10666667,0.0
render_template,benign,4.248495,4.2317133,0.4057971,0.028985508,0.0,0.47826087,0.060606062,0.08695652,0.114285715,0.12658228
render_template,benign,4.1108737,3.9984992,0.38333333,0.016666668,0.0,0.51666665,0.032258064,0.083333336,0.13114753,0.0
render_template,benign,4.65396,4.154284,0.3846154,0.0,0.0,0.47115386,0.020408163,0.14423077,0.07619048,0.0
render_template,benign,4.1108737,3.9984992,0.38333333,0.016666668,0.0,0.51666665,0.032258064,0.083333336,0.13114753,0.0
render_template,benign,4.1108737,3.9984992,0.38333333,0.016666668,0.0,0.51666665,0.032258064,0.083333336,0.13114753,0.0
render_template,benign,4.691348,4.328194,0.3888889,0.018518519,0.0,0.5277778,0.03508772,0.06481481,0.07339449,0.16949153
render_template,benign,3.9512436,4.1002526,0.43137255,0.0,0.03846154,0.43137255,0.09090909,0.13725491,0.15384616,0.0
render_template,benign,4.248495,4.2317133,0.4057971,0.028985508,0.0,0.47826087,0.060606062,0.08695652,0.114285715,0.12658228
render_template,benign,4.1271343,4.053631,0.37704918,0.032786883,0.0,0.5081967,0.032258064,0.08196721,0.12903225,0.0
render_template,attack,4.553877,4.568756,0.4680851,0.0,0.042105265,0.5,0.0,0.031914894,0.08421053,0.0
render_template,attack,4.2195077,4.2194805,0.3880597,0.0,0.0,0.52238804,0.114285715,0.08955224,0.11764706,0.0
render_template,attack,4.26268,3.9827852,0.32857144,0.0,0.056338027,0.6,0.023809524,0.071428575,0.112676054,0.0
render_template,attack,4.8520303,4.635961,0.33858266,0.0,0.0234375,0.62992126,0.025,0.031496063,0.1328125,0.0729927
render_template,attack,4.882802,4.653514,0.28244275,0.0,0.045454547,0.6870229,0.022222223,0.030534351,0.083333336,0.0
render_template,attack,3.8066626,4.0179334,0.65909094,0.0,0.044444446,0.27272728,0.0,0.06818182,0.17777778,0.0
render_template,attack,4.564348,4.7664523,0.33684212,0.0,0.052083332,0.6210526,0.016949153,0.042105265,0.104166664,0.0
render_template,attack,4.3307333,4.5458865,0.37333333,0.0,0.039473683,0.58666664,0.06818182,0.04,0.13157895,0.0
deserialize_data,benign,4.1743875,3.9713705,0.46875,0.0625,0.0,0.375,0.0,0.09375,0.092307694,0.0
deserialize_data,benign,4.1743875,3.9713705,0.46875,0.0625,0.0,0.375,0.0,0.09375,0.092307694,0.0
deserialize_data,benign,4.0253515,4.2897396,0.27272728,0.036363635,0.0,0.6363636,0.0,0.054545455,0.125,0.0
deserialize_data,benign,4.1743875,3.9713705,0.46875,0.0625,0.0,0.375,0.0,0.09375,0.092307694,0.0
deserialize_data,benign,4.060443,4.1197543,0.50877196,0.03508772,0.0,0.36842105,0.0,0.0877193,0.10344828,0.0
deserialize_data,benign,4.0943446,3.9857593,0.3898305,0.0,0.0,0.55932206,0.0,0.050847456,0.1,0.28985506
deserialize_data,benign,3.9318256,3.7683675,0.48,0.0,0.0,0.44,0.0,0.08,0.11764706,0.0
deserialize_data,benign,4.1743875,3.9088705,0.46875,0.0625,0.0,0.375,0.0,0.09375,0.092307694,0.0
deserialize_data,benign,4.1431346,4.1176724,0.33870968,0.0,0.0,0.58064514,0.0,0.08064516,0.14285715,0.0
deserialize_data,benign,4.0430512,4.0636272,0.51785713,0.017857144,0.0,0.375,0.0,0.08928572,0.10526316,0.0
deserialize_data,benign,3.9702919,4.1498785,0.30769232,0.057692308,0.0,0.53846157,0.0,0.09615385,0.11320755,0.0
deserialize_data,benign,4.060443,4.1197543,0.50877196,0.03508772,0.0,0.36842105,0.0,0.0877193,0.10344828,0.0
deserialize_data,benign,3.912023,3.982584,0.3469388,0.040816326,0.0,0.5102041,0.0,0.10204082,0.12,0.0
deserialize_data,benign,4.060443,4.1197543,0.50877196,0.03508772,0.0,0.36842105,0.0,0.0877193,0.10344828,0.0
deserialize_data,benign,3.9512436,4.0650887,0.33333334,0.078431375,0.0,0.49019608,0.0,0.09803922,0.115384616,0.0
deserialize_data,benign,4.0430512,4.0636272,0.51785713,0.017857144,0.0,0.375,0.0,0.08928572,0.10526316,0.0
deserialize_data,benign,3.9512436,4.0650887,0.33333334,0.078431375,0.0,0.49019608,0.0,0.09803922,0.115384616,0.0
deserialize_data,benign,4.1743875,3.9713705,0.46875,0.0625,0.0,0.375,0.0,0.09375,0.092307694,0.0
deserialize_data,benign,4.1743875,3.9713705,0.46875,0.0625,0.0,0.375,0.0,0.09375,0.092307694,0.0
deserialize_data,benign,3.9512436,4.0650887,0.33333334,0.078431375,0.0,0.49019608,0.0,0.09803922,0.115384616,0.0
deserialize_data,benign,3.912023,3.982584,0.3469388,0.040816326,0.0,0.5102041,0.0,0.10204082,0.12,0.0
deserialize_data,benign,3.912023,3.982584,0.3469388,0.040816326,0.0,0.5102041,0.0,0.10204082,0.12,0.0
deserialize_data,benign,4.248495,4.3349333,0.26086956,0.057971016,0.0,0.5507246,0.0,0.13043478,0.114285715,0.0
deserialize_data,benign,4.0430512,4.0636272,0.51785713,0.017857144,0.0,0.375,0.0,0.08928572,0.10526316,0.0
deserialize_data,attack,4.26268,4.085689,0.44285715,0.0,0.014084507,0.4857143,0.0,0.071428575,0.15492958,0.0
deserialize_data,attack,4.454347,4.4659405,0.48235294,0.05882353,0.046511628,0.42352942,0.055555556,0.03529412,0.093023255,0.0
deserialize_data,attack,4.59512,4.7476907,0.31632653,0.0,0.05050505,0.63265306,0.0,0.05102041,0.1010101,0.18518518
deserialize_data,attack,3.8286414,4.1336436,0.35555556,0.0,0.0,0.5555556,0.0,0.08888889,0.13043478,0.0
deserialize_data,attack,4.204693,4.966193,0.22727273,0.045454547,0.0,0.6818182,0.42222223,0.045454547,0.5074627,0.0
deserialize_data,attack,4.2341065,4.5839505,0.3382353,0.0,0.028985508,0.60294116,0.0,0.05882353,0.08695652,0.12820514
deserialize_data,attack,4.4886365,5.0673466,0.17045455,0.03409091,0.0,0.7613636,0.5074627,0.03409091,0.60674155,0.0
deserialize_data,attack,5.075174,4.5981154,0.2264151,0.0,0.03125,0.672956,0.06542056,0.10062893,0.0875,0.17751479
